,barrio,ciudad_vivienda,departamento,metros,numero_habitaciones,pauta_destacada,pauta_oportunidad,precio,tipo_vivienda,url
4621,vereda tiquisa,chía,cundinamarca,"117,00",3,0,0,2500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/vereda_tiquisa-det-5059019.aspx"
4622,rincón del chicó,bogotá,cundinamarca,"80,00",1,1,0,3200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/rincon_del_chico-det-5047042.aspx"
4623,chicó navarra,bogotá,cundinamarca,"60,00",1,0,0,2900000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/chico_navarra-det-5059005.aspx"
4624,ciudad jardín,cali,valle del cauca,"330,00",3,0,0,4335000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/ciudad_jardin-det-5059002.aspx"
4625,cedritos,bogotá,cundinamarca,"184,00",3,1,0,2500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/cedritos-det-5044277.aspx"
4626,zona occidente,bogotá,cundinamarca,"50,00",2,0,0,1050000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/zona_occidente-det-5058998.aspx"
4627,belmira,bogotá,cundinamarca,"108,00",3,1,0,2500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/belmira-det-5044235.aspx"
4628,castilla,bogotá,cundinamarca,"60,00",3,0,0,1050000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/castilla-det-5058993.aspx"
4629,pinares,pereira,risaralda,"61,00",2,1,0,1800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/pinares-det-5062340.aspx"
4630,vereda bojaca,chía,cundinamarca,"330,00",4,1,0,5900000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/vereda_bojaca-det-5047439.aspx"
4631,vereda la balsa,chía,cundinamarca,"300,00",4,1,0,5500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/vereda_balsa-det-5047585.aspx"
4632,san antonio,tunja,boyacá,"110,00",4,1,0,1200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/tunja/san_antonio-det-5050470.aspx"
4633,pinares,pereira,risaralda,"168,00",3,1,0,2800000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/pereira/pinares-det-4858017.aspx"
4634,versalles,manizales,caldas,"55,00",2,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/manizales/versalles-det-5062322.aspx"
4635,suba imperial,bogotá,cundinamarca,"32,00",1,1,0,700000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/suba_imperial-det-5058245.aspx"
4636,aves mara,sabaneta,antioquia,"115,00",2,1,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/sabaneta/aves_mara-det-5058498.aspx"
4637,bella suiza,bogotá,cundinamarca,"200,00",2,1,0,5400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/bella_suiza-det-5011714.aspx"
4638,modelia,bogotá,cundinamarca,"120,00",5,1,0,2200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/modelia-det-5052021.aspx"
4639,alamos,pereira,risaralda,"76,00",2,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/alamos-det-5011261.aspx"
4640,praderas de santa rita 3,ibagué,tolima,"79,00",3,0,0,589000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/ibague/praderas_santa_rita-det-5058964.aspx"
4641,serena del mar zona norte,cartagena,bolívar,"125,66",3,1,0,3098445.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/serena_del_mar_zona_norte-det-4689686.aspx"
4642,vegas de san jose,sabaneta,antioquia,"105,00",3,1,0,1700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/sabaneta/vegas_san_jose-det-5058103.aspx"
4643,loma de los bernal,medellín,antioquia,"72,00",3,1,0,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/loma_los_bernal-det-5058959.aspx"
4644,barichara,otros municipios,antioquia,"40,00",2,1,0,650000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/otros-municipios/barichara-det-5069931.aspx"
4645,valle de luna,chía,cundinamarca,"93,00",3,1,0,1750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/chia/valle_luna-det-5058913.aspx"
4646,floresta,medellín,antioquia,"270,00",9,1,0,4000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/medellin/floresta-det-5058931.aspx"
4647,puente largo,bogotá,cundinamarca,"96,00",2,1,0,1360000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/puente_largo-det-5029702.aspx"
4648,la aldea,la estrella,antioquia,"70,00",3,1,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/la-estrella/aldea-det-3641416.aspx"
4649,urbanización campestre,palmira,valle del cauca,"90,00",3,0,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|145||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/palmira/urbanizacion_campestre-det-5058943.aspx"
4650,colina campestre,bogotá,cundinamarca,"92,00",3,1,0,1750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/colina_campestre-det-5061343.aspx"
4651,quiroga central,bogotá,cundinamarca,"55,00",2,0,1,590000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/quiroga_central-det-5047067.aspx"
4652,la calleja,bogotá,cundinamarca,"43,00",1,1,0,1570000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/calleja-det-5061360.aspx"
4653,santa bárbara central,bogotá,cundinamarca,"93,00",2,0,1,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_barbara_central-det-5047133.aspx"
4654,chapinero alto,bogotá,cundinamarca,"36,00",1,0,1,1370000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/chapinero_alto-det-5009590.aspx"
4655,villa claudia,bogotá,cundinamarca,"33,00",3,1,0,1022100.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/villa_claudia-det-5049437.aspx"
4656,cedritos,bogotá,cundinamarca,"85,00",3,0,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-5058940.aspx"
4657,pinares,pereira,risaralda,"85,00",3,1,1,2380000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/pinares-det-5020417.aspx"
4658,el guayabo,itaguí,antioquia,"54,00",3,1,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/itagui/guayabo-det-5058628.aspx"
4659,laureles,medellín,antioquia,"35,00",---,1,0,950000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/medellin/laureles-det-5058373.aspx"
4660,loma del escobero,envigado,antioquia,"140,00",5,1,0,3000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/envigado/loma_del_escobero-det-5058240.aspx"
4661,lucero,barranquilla,atlántico,"50,00",2,1,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/lucero-det-5066675.aspx"
4662,manuel uribe,envigado,antioquia,"68,00",3,1,0,1250000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/envigado/manuel_uribe-det-5056831.aspx"
4663,alto bosque,cartagena,bolívar,"21,00",1,0,0,500000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/cartagena/alto_bosque-det-5058932.aspx"
4664,el poblado,medellín,antioquia,"234,00",3,1,0,5300000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/medellin/poblado-det-5052146.aspx"
4665,las antillas,envigado,antioquia,"60,00",3,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/las_antillas-det-5051601.aspx"
4666,loma del barro,envigado,antioquia,"65,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/loma_del_barro-det-5051110.aspx"
4667,alcala,envigado,antioquia,"70,00",2,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/alcala-det-5050971.aspx"
4668,las palmas,medellín,antioquia,"56,00",1,1,0,1800000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/medellin/las_palmas-det-5050811.aspx"
4669,el poblado,medellín,antioquia,"115,00",2,1,0,3000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/poblado-det-5050651.aspx"
4670,nueva castilla,bogotá,cundinamarca,"57,00",3,1,0,950000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/nueva_castilla-det-5008238.aspx"
4671,las ferias,ibagué,tolima,"50,00",3,0,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/ibague/las_ferias-det-5058918.aspx"
4672,las margaritas iii,bogotá,cundinamarca,"63,00",3,1,0,690000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/las_margaritas_iii-det-5062242.aspx"
4673,el cortijo,bogotá,cundinamarca,"81,00",3,1,0,1224000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/cortijo-det-5036154.aspx"
4674,niquia,bello,antioquia,"57,00",3,1,0,830000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bello/niquia-det-5058909.aspx"
4675,hogares soacha,soacha,cundinamarca,"40,00",3,1,0,500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/soacha/hogares_soacha-det-5048185.aspx"
4676,pinares,pereira,risaralda,"160,00",3,1,0,3410000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/pinares-det-5057855.aspx"
4677,calasanz,medellín,antioquia,"150,00",6,1,0,5200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/medellin/calasanz-det-4864023.aspx"
4678,santa bárbara occidental,bogotá,cundinamarca,"116,00",3,1,0,3800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_barbara_occidental-det-4616902.aspx"
4679,santa bárbara central,bogotá,cundinamarca,"62,00",2,1,0,2600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_barbara_central-det-4842105.aspx"
4680,floresta sta lucia,medellín,antioquia,"150,00",4,1,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|146||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/floresta_sta_lucia-det-5058902.aspx"
4681,miramar,barranquilla,atlántico,"108,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/miramar-det-4355105.aspx"
4682,villa teresita,bogotá,cundinamarca,"65,00",2,0,0,550000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/villa_teresita-det-4981468.aspx"
4683,tocancipa,otros municipios,cundinamarca,"54,00",3,1,1,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/otros-municipios/tocancipa-det-1945621.aspx"
4684,el lago,bogotá,cundinamarca,"50,00",2,0,0,2400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/lago-det-4982108.aspx"
4685,conquistadores,medellín,antioquia,"165,00",4,1,0,1850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/conquistadores-det-4887180.aspx"
4686,cedritos,bogotá,cundinamarca,"70,00",2,1,0,1700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-4790906.aspx"
4687,las delicias,chía,cundinamarca,"320,00",3,1,0,3600000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/las_delicias-det-5000215.aspx"
4688,san fernando,cali,valle del cauca,"40,00",1,1,0,550000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/cali/san_fernando-det-5058290.aspx"
4689,villas del mediterraneo,bogotá,cundinamarca,"156,00",3,1,0,2220000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/villas_del_mediterraneo-det-5010748.aspx"
4690,boston,medellín,antioquia,"40,00",2,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/boston-det-5058470.aspx"
4691,san cipriano,bogotá,cundinamarca,"52,00",3,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/san_cipriano-det-4825982.aspx"
4692,los colores,medellín,antioquia,"70,00",3,1,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/los_colores-det-5058862.aspx"
4693,castilla,bogotá,cundinamarca,"47,00",2,0,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/castilla-det-5058863.aspx"
4694,navarra,bello,antioquia,"56,00",2,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bello/navarra-det-5058688.aspx"
4695,calasanz,medellín,antioquia,"80,00",3,1,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/calasanz-det-4967947.aspx"
4696,quinta paredes,bogotá,cundinamarca,"6,00",1,0,0,700000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/quinta_paredes-det-5058848.aspx"
4697,betania,barranquilla,atlántico,"70,00",3,1,0,1329000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/betania-det-4826901.aspx"
4698,circunvalar,pereira,risaralda,"83,00",4,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/circunvalar-det-4867601.aspx"
4699,circunvalar,pereira,risaralda,"80,00",3,1,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/circunvalar-det-4800506.aspx"
4700,la macarena,dosquebradas,risaralda,"60,00",3,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/dosquebradas/macarena-det-5049999.aspx"
4701,pinares,pereira,risaralda,"80,00",3,1,0,1520000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/pereira/pinares-det-4864081.aspx"
4702,chicó reservado,bogotá,cundinamarca,"321,00",3,1,0,19500000,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chico_reservado-det-4450217.aspx"
4703,bosques de zuiga,envigado,antioquia,"123,00",3,1,0,2900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/bosques_zuiga-det-4883371.aspx"
4704,ciudad jardin,barranquilla,atlántico,"144,00",4,1,0,2230000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/barranquilla/ciudad_jardin-det-5066541.aspx"
4705,robledo,medellín,antioquia,"45,00",2,1,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|147||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/robledo-det-5047455.aspx"
4706,cevillar,barranquilla,atlántico,"108,00",3,1,0,1150000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/barranquilla/cevillar-det-4955626.aspx"
4707,las nieves,bogotá,cundinamarca,"110.000,00",6,0,1,800000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/las_nieves-det-5031452.aspx"
4708,el virrey,bogotá,cundinamarca,"96,00",2,1,0,4400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/virrey-det-4827379.aspx"
4709,gran america,bogotá,cundinamarca,"25,00",1,0,1,1200000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/gran_america-det-4973651.aspx"
4710,san alonso,bucaramanga,santander,"98,00",3,1,0,1096000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bucaramanga/san_alonso-det-3821554.aspx"
4711,santa teresita,cali,valle del cauca,"275,00",3,0,0,4500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/santa_teresita-det-5058795.aspx"
4712,el tejar torres de san esteban,bucaramanga,santander,"70,00",3,1,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bucaramanga/tejar_torres_san_esteban-det-4914582.aspx"
4713,la estrella,la estrella,antioquia,"50,00",2,1,0,780000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|148||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/la-estrella/estrella-det-5058774.aspx"
