,barrio,ciudad_vivienda,departamento,metros,numero_habitaciones,pauta_destacada,pauta_oportunidad,precio,tipo_vivienda,url
105,la felicidad,bogotá,cundinamarca,"73,00",3,0,1,1850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/felicidad-det-5014960.aspx"
106,zona occidente,bogotá,cundinamarca,"90,00",3,0,1,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/zona_occidente-det-5043094.aspx"
107,pinos de lombardia,bogotá,cundinamarca,"1,00",1,0,0,390000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/pinos_lombardia-det-5071947.aspx"
108,ricaurte,bogotá,cundinamarca,"72,00",3,0,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/ricaurte-det-5071946.aspx"
109,portal usme,bogotá,cundinamarca,"72,00",3,0,0,650000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/portal_usme-det-5071943.aspx"
110,blasdelezo,cartagena,bolívar,"80,00",2,0,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/blasdelezo-det-5071942.aspx"
111,modelia,bogotá,cundinamarca,"86,00",3,0,0,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/modelia-det-5071934.aspx"
112,cedritos,bogotá,cundinamarca,"107,00",3,1,0,2300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-5071880.aspx"
113,modelia,bogotá,cundinamarca,"86,00",3,0,0,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/modelia-det-5071916.aspx"
114,chapinero,bogotá,cundinamarca,"46,00",---,0,0,1600000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/chapinero-det-5071914.aspx"
115,loma del escobero,envigado,antioquia,"345,00",3,1,0,5200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/envigado/loma_del_escobero-det-4653072.aspx"
116,envigado,medellín,antioquia,"450,00",4,1,0,6200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/medellin/envigado-det-4651406.aspx"
117,el poblado,medellín,antioquia,"513,00",6,1,0,10000000,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/medellin/poblado-det-4667778.aspx"
118,la cumbre,barranquilla,atlántico,"150,00",4,0,0,2000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/barranquilla/cumbre-det-5071909.aspx"
119,vereda el tabacal,la vega,cundinamarca,"3.800,00",4,0,1,4000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/la-vega/vereda_tabacal-det-5071907.aspx"
120,barrio gamma conjunto olímpico ii,pereira,risaralda,"5,00",1,0,0,400000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/pereira/barrio_gamma_conjunto_olimpico-det-5071906.aspx"
121,villa barichara,chía,cundinamarca,"160,00",3,1,0,2200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/villa_barichara-det-5071852.aspx"
122,el poblado,medellín,antioquia,"115,00",3,0,1,4300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/poblado-det-5071873.aspx"
123,portales del norte,bogotá,cundinamarca,"11,00",1,0,0,515000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/portales_del_norte-det-5071883.aspx"
124,villa alsacia,bogotá,cundinamarca,-,sin_informacion,0,0,80000.0,parqueadero,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/parqueadero-en-arriendo/bogota/villa_alsacia-det-5071878.aspx"
125,urbanizacion los trupillos,santa marta,magdalena,"197,00",4,0,0,1600000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/santa-marta/urbanizacion_los_trupillos-det-5071872.aspx"
126,palermo,manizales,caldas,"72,00",3,1,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/manizales/palermo-det-5071866.aspx"
127,llano grande,palmira,valle del cauca,"21,00",1,0,0,330000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/palmira/llano_grande-det-5071860.aspx"
128,valle del lili,cali,valle del cauca,"75,00",3,0,0,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/valle_del_lili-det-5071855.aspx"
129,puerto montt,itaguí,antioquia,"16,00",2,0,0,450000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/itagui/puerto_montt-det-5071854.aspx"
130,chapinero,bogotá,cundinamarca,"16,00",---,0,0,550000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/chapinero-det-5071846.aspx"
131,cedritos,bogotá,cundinamarca,"71,00",2,1,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-4909647.aspx"
132,san fernando viejo,cali,valle del cauca,"60,00",2,0,0,600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/san_fernando_viejo-det-5071838.aspx"
133,noroccidente,medellín,antioquia,"57,00",2,0,0,700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/noroccidente-det-5071837.aspx"
134,av bolivar 38norte,armenia,quindío,"140,00",3,0,0,1250000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/armenia/bolivar_38norte-det-5013729.aspx"
135,cedritos usaquén,bogotá,cundinamarca,"62,00",3,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|4||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos_usaquen-det-5071757.aspx"
136,cedritos,bogotá,cundinamarca,"69,00",2,1,0,1726200.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-4823835.aspx"
137,alhambra,bogotá,cundinamarca,"33,00",1,0,0,1150000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/alhambra-det-4999924.aspx"
138,salento,salento,quindío,"1.238,00",4,1,0,8500000.0,lote,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/lote-en-arriendo/salento/salento-det-4842441.aspx"
139,gratamira,bogotá,cundinamarca,"116,00",3,0,1,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/gratamira-det-4967414.aspx"
140,gran granada,bogotá,cundinamarca,"54,00",3,0,0,850000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/gran_granada-det-5071829.aspx"
141,barrio gaviotas,villavicencio,meta,"130,00",4,0,0,700000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/villavicencio/barrio_gaviotas-det-5071822.aspx"
142,robledo,medellín,antioquia,-,sin_informacion,0,0,100000.0,parqueadero,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/parqueadero-en-arriendo/medellin/robledo-det-5071817.aspx"
143,fontanar,chía,cundinamarca,"168,00",3,0,1,4500000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/fontanar-det-5071815.aspx"
144,pance,cali,valle del cauca,"300,00",3,0,1,4000000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cali/pance-det-5071809.aspx"
145,vereda camino al meta,la calera,cundinamarca,"36,00",1,0,0,950000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/la-calera/vereda_camino_meta-det-5071801.aspx"
146,sector camino verde,envigado,antioquia,"60,00",2,0,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/envigado/sector_camino_verde-det-5071800.aspx"
147,san luis,bogotá,cundinamarca,"37,00",1,0,0,700000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/bogota/san_luis-det-5071798.aspx"
148,ciudadela los angeles,cartago,valle del cauca,"110,00",4,0,0,400000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/cartago/ciudadela_los_angeles-det-5071796.aspx"
149,santa paula usaquén,bogotá,cundinamarca,"55,00",1,1,0,1600000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_paula_usaquen-det-5068911.aspx"
150,minuto de dios,bogotá,cundinamarca,"17,00",2,0,0,430000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/minuto_dios-det-5071790.aspx"
151,santa bárbara central,bogotá,cundinamarca,"66,00",1,0,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/santa_barbara_central-det-5071787.aspx"
152,el poblado,medellín,antioquia,"69,00",1,1,0,3500000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/medellin/poblado-det-4866310.aspx"
153,altamira,barranquilla,atlántico,"69,00",2,1,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/barranquilla/altamira-det-4944150.aspx"
154,cielo mar,cartagena,bolívar,"109,00",2,1,0,2700000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cartagena/cielo_mar-det-4976000.aspx"
155,la granja,bogotá,cundinamarca,"57,00",1,0,0,530000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/granja-det-5071774.aspx"
156,prado veraniego,bogotá,cundinamarca,"37,00",2,0,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/prado_veraniego-det-5071771.aspx"
157,chapinero,bogotá,cundinamarca,"63,00",2,0,0,1200000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chapinero-det-5071768.aspx"
158,milan,manizales,caldas,"78,00",2,1,0,1500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/manizales/milan-det-4931680.aspx"
159,la rambla,manizales,caldas,"100,00",4,1,0,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/manizales/rambla-det-4081530.aspx"
160,fontana la prosperidad,madrid,cundinamarca,"63,00",3,0,0,650000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/madrid/fontana_prosperidad-det-5071760.aspx"
161,bolivia,bogotá,cundinamarca,"115,00",3,0,0,1450000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/bolivia-det-5071759.aspx"
162,calima,cali,valle del cauca,"41,00",2,0,0,550000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/calima-det-5071758.aspx"
163,zona occidente,bogotá,cundinamarca,"15,00",1,0,0,370000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/zona_occidente-det-5071753.aspx"
164,mirandela,bogotá,cundinamarca,"90,00",3,0,0,1200000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/mirandela-det-5071752.aspx"
165,el lago,bogotá,cundinamarca,"9,00",1,0,0,700000.0,habitacion,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/habitacion-en-arriendo/bogota/lago-det-5071742.aspx"
166,hacienda alcala,mosquera,cundinamarca,"82,00",3,0,1,1100000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/mosquera/hacienda_alcala-det-5066953.aspx"
167,santa lucía,medellín,antioquia,"20,00",1,0,0,550000.0,apartaestudio,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartaestudio-en-arriendo/medellin/santa_lucia-det-5071731.aspx"
168,cedritos,bogotá,cundinamarca,"90,00",3,0,0,1900000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/cedritos-det-5071716.aspx"
169,pontevedra,bogotá,cundinamarca,"100,00",3,1,0,1808000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|5||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/pontevedra-det-4815839.aspx"
170,viviendas del sur,itaguí,antioquia,"54,00",2,1,0,1020000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/itagui/viviendas_del_sur-det-4923135.aspx"
171,chapinero,bogotá,cundinamarca,"65,00",2,0,1,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/chapinero-det-4935636.aspx"
172,viviendas del sur,itaguí,antioquia,"86,00",3,1,0,1300000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/itagui/viviendas_del_sur-det-4993386.aspx"
173,20 de julio,chía,cundinamarca,"115,00",3,0,1,1600000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/chia/julio-det-4818997.aspx"
174,castilla,bogotá,cundinamarca,"74,00",2,0,1,1000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/castilla-det-5071705.aspx"
175,la candelaria,bogotá,cundinamarca,"50,00",1,0,0,1400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/candelaria-det-5071686.aspx"
176,san diego,bogotá,cundinamarca,"57,00",1,0,0,1070000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/san_diego-det-5071679.aspx"
177,pontevedra,bogotá,cundinamarca,"102,00",3,0,0,2000000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/bogota/pontevedra-det-5071678.aspx"
178,aranjuez,medellín,antioquia,"53,00",2,0,0,800000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/aranjuez-det-5071677.aspx"
179,conquistadores,medellín,antioquia,"67,00",2,1,0,2400000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/medellin/conquistadores-det-5071645.aspx"
180,el jardín,cali,valle del cauca,"70,00",2,0,0,590000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/cali/jardin-det-5071654.aspx"
181,zona franca fontibon,bogotá,cundinamarca,"48,00",3,0,0,730000.0,casa,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/casa-en-arriendo/bogota/zona_franca_fontibon-det-5071651.aspx"
182,galatea parque residencial,dosquebradas,risaralda,"46,00",3,0,0,500000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/dosquebradas/galatea_parque_residencial-det-5071650.aspx"
183,los naranjos,jamundí,valle del cauca,"62,00",2,1,0,750000.0,apartamento,"https://www.fincaraiz.com.co/Vivienda/arriendo/?ad=30|6||||2||8,9,22,10,24,2||||||||||||||||||||1|||1||griddate%20desc||||||/apartamento-en-arriendo/jamundi/los_naranjos-det-5015948.aspx"
